6KminI,6KminT,8KminI,8KminT,10KminI,10KminT,12KminI,12KminT,15KminI,15KminT,20KminI,20KminT,25KminI,25KminT,30KminI,30KminT,40KminI,40KminT,50KminI,50KminT,65KminI,65KminT,80KminI,80KminT,100KminI,100KminT,140KminI,140KminT,200KminI,200KminT,6KtotI,6KtotT,8KtotI,8KtotT,10KtotI,10KtotT,12KtotI,12KtotT,15KtotI,15KtotT,20KtotI,20KtotT,25KtotI,25KtotT,30KtotI,30KtotT,40KtotI,40KtotT,50KtotI,50KtotT,65KtotI,65KtotT,80KtotI,80KtotT,100KtotI,100KtotT,140KtotI,140KtotT,200KtotI,200KtotT,6TminI,6TminT,8TminI,8TminT,10TminI,10TminT,12TminI,12TminT,15TminI,15TminT,20TminI,20TminT,25TminI,25TminT,30TminI,30TminT,40TminI,40TminT,50TminI,50TminT,65TminI,65TminT,80TminI,80TminT,100TminI,100TminT,140TminI,140TminT,200TminI,200TminT,6TtotI,6TtotT,8TtotI,8TtotT,10TtotI,10TtotT,12TtotI,12TtotT,15TtotI,15TtotT,20TtotI,20TtotT,25TtotI,25TtotT,30TtotI,30TtotT,40TtotI,40TtotT,50TtotI,50TtotT,65TtotI,65TtotT,80TtotI,80TtotT,100TtotI,100TtotT,140TtotI,140TtotT,200TtotI,200TtotT
13.713,11.2104,18.1623,10.4734,24.1273,6.31447,32.4385,7.02759,39.8988,8.04334,50.62,8.91597,57.2453,14.6999,78.913,8.79202,94.0988,14.952,125.756,13.983,165.066,9.74588,230.983,6.10338,242.825,28.6126,503.379,12.1806,973.933,8.96066,77.2731,0.164283,47.2922,0.739219,55.6647,0.869219,72.6277,0.791235,81.8056,1.07233,96.6741,1.28767,169.075,0.628034,145.816,1.40191,258.357,0.695475,288.976,0.935045,293.93,1.53087,349.794,1.97553,606.281,0.853713,849.241,2.08306,1319.94,4.80589,20.45746,5.072548,21.89695,10.07286,26.11076,12.7158,32.96173,20.38596,46.86854,10.72787,60.60313,10.64239,79.86568,9.591187,103.8914,10.04269,118.6699,16.89209,152.0707,16.87521,216.6634,8.173064,247.4837,12.66504,374.4073,6.806267,657.4335,7.424934,854.3519,25.32638,139.958,0.115768,104.725,0.34022,230.291,0.135448,214.722,0.249533,364.433,0.149245,234.005,0.554792,334.736,0.434238,454.112,0.388617,440.25,0.670212,286.673,2.72329,362.978,2.55446,417.942,3.46891,455.932,5.12865,804.598,6.90222,1035.19,25.6834
13.5494,12.7285,17.8026,12.0956,23.7206,6.91604,31.5744,8.32984,39.1087,9.12342,49.5185,10.5154,56.2804,17.4588,77.6604,9.82416,92.6052,17.4588,123.142,16.8078,161.797,11.2891,225.055,7.02056,238.732,34.1529,494.399,13.8994,947.989,10.3796,70.4107,0.195506,43.0063,0.913785,51.6942,1.02105,67.7176,0.926668,78.2842,1.18393,92.1434,1.4533,155.764,0.745157,139.958,1.5509,240.169,0.815332,268.901,1.1072,283.537,1.6885,336.414,2.20084,572.689,0.976129,817.575,2.37225,1287.35,5.42405,19.63567,5.622877,21.33498,11.14337,25.44063,14.16601,32.11578,23.97104,45.0308,12.46401,58.28511,12.19279,77.81593,10.71714,100.9218,11.10999,115.6242,19.48891,147.2814,20.59084,210.681,9.345026,240.8911,14.39449,360.4467,7.628141,643.7714,8.363226,838.2726,28.49837,128.425,0.134773,89.3307,0.468996,209.839,0.159428,197.817,0.29137,330.413,0.178679,214.507,0.656941,298.074,0.544895,412.132,0.470875,398.753,0.818599,273.238,3.0705,343.21,2.8888,402.761,3.82608,434.13,5.90526,788.666,7.72023,1015.71,28.584
13.3878,14.7588,17.4676,14.011,23.3909,7.62051,31.1043,9.2613,38.565,10.1639,48.6838,12.1562,55.6647,20.0223,76.5808,10.89,91.3178,20.3045,120.825,20.1427,158.911,12.9986,219.498,8.14044,235.649,39.839,485.094,16.3437,923.659,12.0956,64.222,0.232431,39.4623,1.11387,47.7198,1.2212,64.222,1.05005,75.4406,1.29413,87.1252,1.67002,142.785,0.896587,134.47,1.71745,223.261,0.964486,248.227,1.33354,273.511,1.87168,321.29,2.49887,552.992,1.06272,787.878,2.69889,1255.56,6.12785,19.03631,6.109492,20.76664,12.45155,24.8125,16.00411,31.47984,27.85038,43.56903,14.48112,56.22415,13.99703,75.59169,12.29072,98.23337,12.36469,113.2215,22.39519,143.5015,24.21195,205.8906,10.49443,234.0055,16.64061,348.7462,8.523646,631.6552,9.438948,822.4958,31.55863,115.393,0.162974,78.3625,0.610082,190.061,0.191061,179.171,0.349531,302.882,0.212426,197.817,0.775567,269.979,0.660895,383.885,0.543263,372.167,0.939732,260.432,3.47934,327.453,3.19581,386.195,4.27098,417.107,6.60511,770.734,8.85378,997.59,31.4012
13.2414,16.7407,17.1903,16.0682,23.1119,8.27173,30.4884,10.653,38.0289,11.2666,47.911,14.0953,55.1108,23.2626,75.3652,12.2907,90.2285,24.0912,118.788,23.995,155.608,15.75,213.011,9.79473,232.141,49.2962,477.394,18.9697,898.155,14.294,58.1105,0.282193,36.2829,1.35912,44.7614,1.4231,60.7244,1.19344,72.9188,1.40472,82.5452,1.93062,128.939,1.12506,128.296,1.94418,210.891,1.10278,229.831,1.62716,265.163,2.04386,311.794,2.7342,532.905,1.16513,763.828,3.05213,1225.79,6.96462,18.43679,6.691537,20.33508,13.77486,24.34551,17.91871,30.8565,33.01121,42.15472,16.9598,54.39906,16.44211,73.65163,14.02505,95.90382,13.83007,110.6471,25.91564,139.9585,28.87127,199.8056,12.04735,228.6848,18.8186,340.4759,9.326356,621.6291,10.57872,804.5986,35.36942,106.627,0.187465,69.0165,0.798388,174.922,0.222203,161.959,0.423094,270.249,0.26259,183.157,0.906504,241.856,0.823526,352.603,0.645222,342.524,1.11387,250.221,3.87227,310.549,3.59967,368.096,4.85419,403.567,7.29978,754.717,10.225,980.775,34.0846
13.1358,18.9697,16.9174,18.5569,22.7678,9.22433,30.0045,12.0956,37.5002,12.5892,47.1506,16.6906,54.617,27.2171,74.2432,14.1943,89.4201,27.3809,116.786,28.8712,153.292,18.5014,209.211,11.2104,227.544,64.7056,470.758,21.8204,875.104,16.8752,53.3752,0.333817,33.9655,1.59974,42.1126,1.64187,57.9944,1.33621,69.2931,1.59335,78.9919,2.17242,120.342,1.31632,124.38,2.11878,199.406,1.26344,220.598,1.82365,256.299,2.26107,300.769,3.0613,514.576,1.27869,747.208,3.38327,1191.94,8.0675,17.8383,7.351056,19.9125,15.11739,23.93514,19.94236,30.30605,38.58437,41.15506,19.50842,53.16214,18.63135,71.83316,15.84487,93.72322,15.37658,108.5647,29.60215,136.9129,33.57721,195.0674,13.6378,222.593,21.77682,330.744,10.45254,610.5399,12.04735,790.2452,39.16751,99.1214,0.215636,63.7103,0.950127,159.229,0.266026,147.871,0.505523,242.34,0.322981,171.459,1.04481,217.097,1.02208,322.9,0.775567,314.613,1.32822,240.409,4.30528,296.884,4.00219,350.144,5.58924,390.077,8.14044,739.773,11.6796,967.14,36.7393
13.0312,21.4097,16.6323,21.7986,22.4288,10.3588,29.6466,13.7611,36.9419,14.5101,46.4486,20.1025,54.1277,32.7481,73.1378,16.6739,88.5304,31.4012,115.393,34.3241,150.708,22.8933,205.273,12.9986,223.708,84.0027,465.142,25.1748,853.498,19.6258,48.8789,0.400051,32.18,1.8383,39.5018,1.92676,55.0557,1.52629,66.6427,1.76445,75.9706,2.42502,115.162,1.46791,119.264,2.38414,189.491,1.43453,211.948,2.03774,246.249,2.54935,293.05,3.34625,497.374,1.40472,733.145,3.72789,1160.19,9.42009,17.3111,8.14044,19.44029,17.26784,23.36753,23.30917,29.73567,46.47192,40.09882,22.96213,51.84956,21.53859,70.12968,17.84719,91.95929,17.26784,106.628,33.88076,133.6662,40.15903,190.632,15.57778,218.1853,24.43085,322.2554,11.58655,599.6486,13.71988,776.1482,42.81324,91.5922,0.250784,57.9944,1.17215,146.107,0.315637,133.933,0.611304,217.749,0.396864,156.858,1.25839,195.067,1.27614,295.699,0.927595,290.715,1.5712,230.291,4.87852,286.96,4.41869,329.094,6.55903,375.908,9.2613,726.576,13.2745,943.261,41.1345
12.8886,25.4533,16.4011,25.7348,22.117,11.797,29.4103,15.2693,36.3919,16.909,45.8487,23.9231,53.8577,38.2004,72.121,19.7439,87.3869,39.4821,113.561,42.5571,148.91,27.2443,201.41,15.3612,221.04,103.839,458.676,28.7847,835.761,23.0081,44.9858,0.472763,30.4884,2.12514,37.09,2.27014,52.266,1.75039,63.5194,2.00138,72.9188,2.76445,109.875,1.64352,113.561,2.76168,178.813,1.6717,204.045,2.26787,237.542,2.86292,287.822,3.57813,477.872,1.57434,715.759,4.20318,1115.81,11.8206,16.71569,9.041674,19.01727,19.58661,22.85906,27.35357,29.26369,56.13998,39.34414,26.12379,50.72134,24.65171,68.74102,19.96231,90.40918,19.35297,104.5166,39.36385,130.7577,47.93511,186.6705,17.61668,214.2932,27.82255,313.0442,13.11617,587.1872,15.67153,760.7794,46.79836,85.4,0.288759,52.1616,1.48118,130.888,0.391346,122.651,0.727486,200.405,0.467591,142.643,1.5324,177.211,1.55556,272.147,1.11164,269.709,1.84936,218.84,5.65106,275.984,4.91771,316.823,7.33637,364.798,10.3381,711.477,15.5622,923.659,45.3698
12.7859,30.7179,16.1892,29.8399,21.7877,13.6105,29.1177,17.4763,35.8501,20.2437,45.3471,29.7208,53.482,44.6944,71.5464,22.5976,86.2583,48.7569,111.982,51.3594,146.693,33.5436,198.61,17.8471,218.84,126.957,453.204,33.4766,819.212,26.7583,40.7863,0.579169,28.6842,2.52147,34.9999,2.64545,49.5185,2.02555,60.6031,2.27468,70.1998,3.10136,105.356,1.8273,109.327,3.09207,168.569,1.96372,197.619,2.50137,229.371,3.22793,280.716,3.92687,459.134,1.76621,697.389,4.80109,1080.67,14.4666,16.18926,10.04269,18.65936,22.28349,22.38403,32.32521,28.88572,66.80975,38.44956,30.71794,49.71699,28.32789,67.37985,22.59766,88.53039,21.84225,102.8576,44.91841,127.9124,57.96555,183.1573,19.96231,210.26,31.87581,305.0099,14.77365,576.7125,17.61668,744.9695,51.77192,79.1501,0.33549,47.6244,1.83096,119.145,0.468527,112.995,0.854567,179.889,0.57859,132.733,1.78754,159.867,1.94029,245.511,1.39074,255.02,2.0935,211.737,6.28297,267.025,5.45669,307.767,8.05138,354.371,11.6679,698.086,17.865,899.054,51.1032
12.7222,37.6317,15.9961,35.7964,21.5494,15.5311,28.9725,19.295,35.3871,23.9231,44.9408,37.1456,53.3752,55.86,70.9054,26.3336,85.4,62.982,110.647,62.5426,145.379,40.4007,195.067,20.9648,216.23,157.095,449.593,38.3152,804.598,31.4012,37.6505,0.694085,27.122,2.96786,33.2264,3.05824,47.1506,2.32528,57.4173,2.6667,68.1251,3.44472,101.022,2.03774,105.25,3.50728,160.347,2.26107,191.779,2.7342,221.704,3.62495,274.059,4.33552,444.675,1.95588,682.896,5.37545,1053.99,17.1989,15.6951,11.15452,18.38156,24.67638,22.02873,37.85819,28.54116,79.11074,37.80143,35.36942,48.68382,33.64442,65.84782,26.04555,87.21236,24.309,101.225,51.15437,125.3795,69.67551,178.8138,23.44943,205.8906,37.82037,296.2917,16.90899,563.5994,20.2033,728.7593,56.98845,73.211,0.392522,42.6636,2.34396,108.456,0.56374,105.99,0.973205,162.283,0.713794,125.63,2.0215,148.167,2.29295,222.815,1.72951,244.287,2.32295,205.684,6.92989,259.133,6.07902,299.868,8.81843,345.621,13.0507,685.633,19.8826,873.356,58.1397
12.6587,46.6115,15.8686,42.5146,21.2923,18.0265,28.8568,21.9298,34.9999,28.5554,44.5381,45.5972,53.2153,69.6755,70.1998,31.6851,84.3813,81.3572,109.436,75.1021,143.645,50.2418,192.74,24.4064,214.722,184.906,444.23,43.4603,789.455,36.4465,34.9649,0.818599,25.3644,3.64677,31.5428,3.57099,45.3471,2.62175,55.2764,3.01573,65.5849,3.94655,98.0371,2.22741,101.732,3.95841,153.138,2.56726,184.998,3.07973,215.152,4.09122,267.56,4.84449,428.522,2.20084,671.385,5.94674,1035.19,19.3336,15.32289,12.45155,18.05365,27.90615,21.65741,45.55169,28.08814,100.7709,37.05291,42.34489,48.007,38.93319,64.47944,30.44272,85.57095,27.62847,99.31992,61.05951,123.2661,81.92871,175.273,27.27162,202.8253,43.28682,287.2477,19.43054,552.9921,22.50745,710.0557,63.23442,68.4666,0.451057,40.4613,2.6667,95.2348,0.731864,98.6271,1.13183,145.233,0.891223,120.342,2.22074,136.502,2.76168,205.684,2.07267,230.752,2.64809,199.207,7.81343,252.23,6.71164,290.424,9.92289,336.751,14.7146,676.101,21.6249,853.498,63.9978
12.6334,59.3142,15.7422,49.8914,21.1015,20.8394,28.7416,25.7091,34.7558,32.6827,44.2717,55.2489,52.9499,87.6936,69.6405,38.2004,83.7927,104.151,108.239,91.4552,142.215,63.1712,189.491,30.2303,212.373,219.39,437.617,50.2418,774.597,41.9655,32.4385,0.971261,24.007,4.38348,29.9745,4.16969,43.6999,2.95011,53.482,3.34291,63.7103,4.44083,94.5705,2.46167,98.9234,4.38786,145.524,2.98572,180.61,3.3329,208.376,4.65919,260.954,5.44035,412.132,2.4889,652.847,6.92989,1017.74,20.9438,15.00447,13.77486,17.87401,30.96468,21.37769,54.15488,27.80865,123.4517,36.53779,48.85459,47.33959,45.78002,63.39254,35.08757,84.12857,31.2134,97.54814,72.22954,120.5839,100.0679,171.6307,32.16398,199.8056,49.89138,280.1555,22.21675,542.0421,25.37709,691.1408,70.37577,63.774,0.521962,37.9909,3.09516,85.1442,0.918365,90.9533,1.33487,132.733,1.06698,115.162,2.45675,128.296,3.20541,190.061,2.48641,221.261,2.93246,193.9,8.71324,246.003,7.46215,281.278,11.2891,327.78,16.6739,658.749,24.7257,833.258,70.7993
12.646,76.161,15.648,62.7305,20.8498,24.5533,28.6269,29.8996,34.3756,38.5844,43.9629,69.4668,52.7385,104.883,69.3625,44.7838,83.0419,134.942,107.269,114.76,141.082,76.2372,187.231,36.12,211.102,254.895,431.964,56.0839,757.742,48.1754,29.3222,1.22487,23.135,4.99702,28.5697,4.88829,42.0284,3.37313,51.9014,3.66139,61.5805,5.1184,90.4996,2.78665,96.6741,4.87852,139.399,3.40703,176.857,3.59967,202.217,5.37545,254.511,6.12172,397.559,2.82311,639.92,7.93151,1000.58,23.3324,14.72208,15.14765,17.62552,34.70374,21.14382,64.25429,27.47694,154.2926,36.10195,57.15963,46.7749,52.71229,62.32399,40.60324,82.54521,35.93987,95.90382,86.21543,118.4328,120.6447,168.0641,38.20044,197.0278,56.47787,273.2384,25.60651,528.6591,28.90015,675.426,77.38937,59.4031,0.602805,35.9578,3.53545,79.7061,1.049,81.8875,1.67672,123.142,1.24214,110.315,2.71785,117.96,3.95445,176.504,2.9738,213.224,3.20862,187.418,9.91298,238.971,8.41356,273.511,12.7923,320.007,18.8374,645.06,27.8504,809.44,79.9858
12.6334,96.1442,15.5856,77.3893,20.7458,28.2713,28.4841,35.868,34.1699,45.9175,43.8312,85.5285,52.5805,132.535,69.0856,53.8848,82.3803,174.138,106.627,141.578,140.238,93.3027,184.998,43.941,210.26,278.342,425.108,63.1712,743.481,54.7539,27.587,1.42168,22.3616,5.69076,27.3672,5.7537,40.6235,3.84911,50.3675,4.11172,59.7008,6.10949,86.6906,3.18305,94.0988,5.49502,133.666,3.84911,172.836,3.9703,197.422,6.09728,249.971,6.74528,386.195,3.11691,629.133,8.90706,985.691,26.3863,14.445,16.90899,17.38048,39.2852,20.97535,75.55412,27.33991,183.2499,35.74274,66.67621,45.94048,63.93382,61.15101,47.45814,81.23498,40.44113,94.28725,103.2186,116.5529,143.574,164.7362,44.91841,193.9005,65.81506,267.8279,28.69856,519.2285,32.32521,653.5007,87.86919,55.2764,0.69966,34.0335,4.03434,74.4662,1.20664,75.3652,2.01544,111.535,1.53547,104.83,3.06437,110.205,4.75332,164.242,3.54253,204.454,3.56385,182.243,11.2553,233.304,9.42009,265.693,14.6706,312.418,21.2604,629.133,31.7485,788.666,88.6636
12.6334,120.765,15.5233,93.1163,20.6837,32.2929,28.3704,43.2435,33.9316,55.6926,43.5255,107.969,52.4755,166.976,68.8098,66.9435,81.6422,230.177,105.99,175.011,139.26,114.188,182.974,52.8706,209.63,297.63,418.36,71.4393,727.303,63.1081,25.8768,1.66502,21.7224,6.47432,26.5584,6.5198,39.5018,4.3442,49.1731,4.59902,57.9364,7.30708,82.7932,3.67239,91.9593,6.24539,128.168,4.46756,168.232,4.44972,193.126,6.81989,246.003,7.4398,375.532,3.46198,617.293,10.0527,971.987,30.0796,14.24418,18.68733,17.13885,45.73425,20.82903,92.55927,27.20355,216.7731,35.1754,82.83488,45.34712,75.93284,60.1804,54.86351,80.02556,46.37907,92.88347,121.3708,114.9326,168.9918,161.3128,53.99264,191.5876,75.62967,263.5768,31.68511,510.4761,35.8322,632.9198,99.17138,51.3336,0.815332,32.0836,4.67787,70.1297,1.36593,71.0473,2.316,103.787,1.78397,99.2206,3.48282,103.787,5.56693,153.445,4.22003,195.653,3.9902,177.211,12.8307,227.316,10.6317,259.133,16.6572,305.315,24.2361,615.443,35.5467,766.123,99.3699
12.6334,156.311,15.5544,114.646,20.56,38.086,28.2854,52.6596,33.7623,67.5487,43.2218,135.077,52.3183,210.787,68.5351,77.0804,81.235,268.232,105.461,214.616,138.704,139.889,181.153,66.0788,1,10000,410.076,81.4386,707.928,73.1015,24.224,1.97553,21.1226,7.47709,25.9286,7.32903,38.2195,5.08779,47.8153,5.26901,56.4495,8.60931,79.5468,4.20318,89.7785,7.23437,123.636,5.12865,164.078,5.0271,189.491,7.63577,239.929,8.61792,362.616,3.95841,604.465,11.7147,960.393,33.0112,14.04615,20.94388,16.90058,52.765,20.74588,108.0776,27.09495,251.3513,34.86025,101.276,44.76142,87.08192,59.52203,63.10808,78.83414,53.93871,91.59217,143.8614,113.2215,197.7198,158.1186,64.12592,188.924,88.48643,258.0994,36.59267,500.368,39.71971,614.2142,110.3713,48.055,0.938793,29.7952,5.63413,64.7378,1.60936,65.9796,2.75341,96.9646,2.06853,94.3816,3.95445,100.518,6.06081,145.233,4.89808,187.606,4.4765,173.182,14.4088,221.926,11.9394,251.475,19.5279,299.569,27.3809,604.465,39.0502,741.995,112.039
12.6208,189.208,15.5544,140.309,20.5189,45.4607,28.2007,64.0618,33.594,81.6833,43.0493,167.813,52.2138,257.199,68.1251,90.5452,81.0727,303.036,105.25,267.963,138.289,171.032,179.351,81.3572,1,10000,399.552,95.4736,690.45,84.1709,22.7905,2.32993,20.663,8.69584,25.5426,8.27173,37.1271,5.90526,46.5416,6.09728,54.9457,10.5364,76.3514,4.82515,87.3869,8.50662,120.463,5.74795,160.347,5.63977,185.553,8.69584,234.474,10.1842,353.663,4.43196,592.495,13.8162,941.376,38.0479,13.85087,23.49639,16.73242,60.81572,20.58057,133.333,27.04082,298.2262,34.51337,124.8172,44.31605,100.7709,58.87086,72.80965,77.89378,61.48842,90.40918,167.981,111.6474,232.491,155.2979,76.77269,187.0442,100.4691,253.2418,41.83978,488.991,44.42703,596.0615,122.836,44.851,1.09072,27.6976,6.70493,60.1804,1.87919,62.4487,3.16401,90.7715,2.38892,89.3307,4.53962,96.0958,7.01355,138.982,5.5447,180.43,4.94236,168.737,16.6406,217.097,13.3277,246.742,21.7768,292.464,31.9077,591.312,43.8093,720.066,124.318
12.6334,222.705,15.57,176.064,20.4984,52.24,28.0881,79.9858,33.4933,99.7682,42.8346,212.906,52.1616,301.826,68.057,103.839,1,10000,105.145,307.308,138.289,213.759,178.456,95.5691,1,10000,388.131,110.813,667.369,99.0723,21.7224,2.6667,20.2944,10.2763,25.0869,9.49575,36.0298,6.90222,45.2113,7.14093,53.8039,12.464,74.5407,5.3433,84.8891,10.5893,117.606,6.37793,156.232,6.44847,182.608,9.80453,229.371,12.0835,343.554,5.05735,582.508,15.9561,921.813,44.0289,13.69935,26.51861,16.5825,68.15936,20.51893,162.3656,1,10000,34.30693,149.284,43.83124,121.8572,58.05242,85.01683,76.7341,71.15416,89.06317,203.9452,110.6471,260.5649,152.8329,90.99905,184.998,115.7983,250.4714,46.56495,477.3948,49.69218,576.136,137.9444,42.2391,1.23842,26.3204,7.68941,55.3871,2.23634,57.8785,3.82991,84.974,2.77553,84.7195,5.21658,92.9764,7.85259,133.132,6.27042,172.836,5.58365,164.407,19.3336,211.525,15.3919,240.169,25.4024,287.247,36.3374,579.603,48.5138,698.785,136.982
12.6208,253.117,15.57,218.295,20.5189,63.9978,27.948,100.168,33.3596,119.683,42.621,261.086,1,10000,67.7853,121.492,1,10000,1,10000,138.012,249.847,177.211,111.592,1,10000,377.792,127.977,646.351,114.302,20.8082,3.02176,19.8528,12.5014,24.6394,10.9774,35.2811,7.84475,44.316,8.12417,52.7913,15.0119,73.0647,5.8582,83.0419,12.6397,115.277,7.11954,152.222,7.45469,179.53,11.1099,225.28,13.997,335.406,5.68507,570.974,18.9508,899.953,51.5652,13.54948,30.16997,16.45037,78.24532,20.39618,202.1179,1,10000,34.13582,180.5216,43.48199,145.1619,57.41736,98.57818,75.74301,84.17088,88.35352,226.0716,109.9852,280.8587,150.2567,108.294,182.9742,133.4665,247.4837,52.65958,465.1426,56.08385,558.5497,151.8435,39.9387,1.40612,25.2379,8.67846,51.9014,2.56213,54.7264,4.44528,80.1858,3.17352,80.9916,5.85235,90.1384,8.78323,127.401,7.15523,167.728,6.12785,159.867,22.9391,205.684,18.0085,234.708,29.8101,281.559,41.5895,565.292,54.5898,682.214,147.503
12.5956,298.524,15.5856,261.086,20.4779,78.4804,27.8364,119.563,33.2264,149.582,42.4508,303.642,1,10000,67.5823,145.307,1,10000,1,10000,137.599,297.928,176.504,132.535,1,10000,366.626,147.798,625.37,131.479,19.7933,3.52839,19.4208,15.3458,24.1756,12.9856,34.5133,9.07791,43.3517,9.37311,51.9533,17.8115,71.3321,6.62495,81.479,15.1779,113.221,7.95534,149.507,8.43883,176.857,12.539,221.704,16.1488,326.145,6.57874,563.036,22.1502,872.483,62.4177,13.40125,34.08464,16.3193,90.6358,20.33508,233.8901,1,10000,33.99954,214.4017,43.13553,175.5371,56.78922,117.1963,74.76472,97.69488,87.64952,252.3587,109.3273,299.4214,147.724,130.5622,181.1535,155.8432,243.5555,59.67112,451.8472,63.48784,542.5845,166.8092,37.1642,1.64187,24.224,9.88328,48.1994,3.04299,52.528,4.96713,76.5042,3.55317,76.8108,6.79946,87.6495,9.85368,122.651,8.10794,163.26,6.65816,156.545,26.3336,200.606,21.0068,230.752,34.2212,275.984,48.031,552.439,60.8157,666.702,159.948
1,1000,15.6012,302.733,20.4574,94.6182,27.6699,150.784,33.1601,181.426,1,10000,1,10000,67.3798,178.368,1,10000,1,10000,1,10000,175.799,156.467,1,10000,357.574,167.813,604.465,150.182,18.9035,4.11584,19.0935,19.0457,23.8634,15.0871,33.8638,10.4839,42.4933,10.7278,51.2311,21.2179,69.5013,7.7048,79.9456,18.7622,111.201,8.8715,146.693,9.44839,174.224,14.3513,218.403,18.8751,317.775,7.54469,556.32,25.4788,850.941,73.1746,13.26791,38.54583,16.18926,105.4091,20.29445,265.2974,1,10000,33.8977,246.6207,42.83463,208.6902,56.16796,136.1626,73.79907,115.1056,86.95113,278.8996,1,10000,145.3792,157.2522,179.1718,181.9716,239.9294,68.15936,440.6911,71.58241,527.0756,186.5784,34.5479,1.93448,23.4143,11.1992,45.0308,3.54253,50.2669,5.61164,72.9188,4.00219,73.6516,7.71251,85.4854,10.9445,118.432,8.94276,157.802,7.49206,153.138,30.5647,195.262,25.1748,226.183,39.9987,271.875,54.9184,538.799,68.4326,650.892,174.487
1,1000,1,10000,20.437,116.845,27.5595,188.83,33.0607,223.151,1,10000,1,10000,67.1109,214.831,1,10000,1,10000,1,10000,174.573,190.157,1,10000,346.313,197.522,587.187,167.31,17.9815,4.85419,18.8092,23.9231,23.5787,17.4763,33.2597,12.0112,41.6935,12.464,50.5188,26.4127,68.057,8.79202,78.913,22.8247,108.673,10.4212,144.076,10.5893,171.802,16.3928,214.722,22.6429,310.239,8.80962,549.684,29.249,829.102,83.7511,13.14903,43.15714,16.10852,121.7355,20.21345,300.9223,1,10000,33.76237,281.7026,42.62099,242.7063,55.55351,160.1083,72.99172,134.8079,86.51745,298.8232,1,10000,143.5015,184.9066,177.7442,210.1562,236.8305,77.15752,430.2404,79.58688,518.7094,198.9098,32.4061,2.24306,22.7905,12.4889,42.5358,4.05862,48.055,6.44847,69.3625,4.53055,70.6223,8.74817,83.3748,12.3276,114.702,9.86353,152.985,8.43883,150.708,34.8777,191.779,28.6412,222.148,46.4719,267.025,63.6786,524.446,77.0034,636.728,192.068
1,1000,1,10000,20.4165,143,27.4494,226.977,32.9617,270.927,1,10000,1,10000,67.0438,252.106,1,10000,1,10000,1,10000,173.876,225.845,1,10000,336.078,223.822,567.558,186.765,17.1388,5.81153,18.622,30.2303,23.2509,21.4526,32.8301,13.5833,40.9907,14.4521,49.8165,34.1187,66.6427,10.1842,77.9717,27.6837,107.162,11.5403,142.073,11.8561,169.244,19.0457,212.16,26.5451,303.792,10.1233,543.67,33.9146,807.823,95.1876,13.00519,48.65953,16.01216,140.7309,1,10000,1,10000,33.76237,299.122,42.45084,272.5582,55.00073,188.642,72.049,157.4094,1, ,1,10000,141.9316,211.421,176.6809,237.6624,233.0714,89.6443,417.9427,88.66357,509.4562,219.39,30.2757,2.60346,22.2278,14.237,40.3805,4.60362,46.2632,7.24886,66.4431,5.07762,67.7176,10.0326,81.3162,13.7886,110.647,11.3117,148.316,9.5816,147.871,40.6845,188.924,32.1639,218.185,55.2489,263.313,71.9412,509.456,85.7854,626.622,208.065
1,1000,1,10000,20.3758,174.487,27.3399,270.657,32.8958,300.922,1,10000,1,10000,66.9098,283.681,1,10000,1,10000,1,10000,173.182,261.086,1,10000,328.108,253.117,549.134,208.273,16.599,6.63822,18.4367,39.2459,22.9966,26.1761,32.471,15.7658,40.2595,17.1817,49.469,41.382,65.5194,11.6679,77.2731,34.2212,105.461,13.2083,139.958,13.3945,167.393,21.6249,209.211,31.0577,297.182,11.8088,539.338,39.2852,783.948,109.273,12.83722,56.42139,15.93229,163.9974,1,10000,1,10000,1,10000,42.45084,300.3211,54.56249,221.595,70.90537,191.3015,1,10000,1,10000,140.5194,236.2408,175.624,265.8285,230.0611,102.0895,405.1852,98.67675,501.3698,244.1667,28.5983,2.97678,21.6141,16.9598,37.5002,5.5447,44.1391,8.44728,63.3925,5.78833,65.0623,11.5057,79.7061,15.3458,107.269,13.0116,144.22,10.8032,145.233,46.5649,185.925,36.776,215.582,63.7423,258.874,84.2551,491.933,97.6949,616.676,227.204
1,1000,1,10000,20.3961,211.844,27.3125,303.642,1,10000,1,10000,1,10000,66.7761,303.339,1,10000,1,10000,1,10000,172.491,297.928,1,10000,322.255,284.249,536.648,228.115,16.1246,7.57493,18.2533,49.9413,22.7905,33.4766,32.18,17.9905,39.5809,21.0278,49.1239,54.2091,64.415,13.5156,76.5808,42.5571,103.683,15.1628,138.15,15.0419,165.893,24.309,206.715,36.301,291.88,13.4751,532.372,45.0533,756.985,126.576,12.68409,65.35596,15.86869,190.7285,1,10000,1,10000,1,10000,1,10000,54.01957,258.7473,70.19987,223.5983,1,10000,1,10000,139.6788,265.8285,174.3989,300.0208,226.4094,119.4443,393.2101,109.273,497.8725,268.2317,26.7985,3.47934,21.0383,20.0623,35.0349,6.59191,42.749,9.41067,60.846,6.45493,63.2026,12.9597,78.0497,17.1817,104.516,14.818,138.565,13.0246,142.928,53.402,182.426,42.3025,212.373,75.3278,254.765,98.6768,477.394,108.51,608.711,249.847
